ID,Name,Exchange,Ticker,Curr Cost,Curr FV,Last Cost,Last FV,Invest Date,Industry,Description
1028A006,"HDG Acquisition, Inc. (Harvard Drug Group)",,,"171,139,418","765,146,844","171,139,418","763,886,022",04/10/2018,Healthcare,Largest independt complimentary distributor of generic pharmaceutical in the U.S. Involved in both retail and institutional distribution.
1028A007,IWCO Direct,,,"96,464,008","221,898,358","96,464,008","207,748,861",04/08/2018,Healthcare,Pure-play national provider of outpatient rehabilitation services.
1028A008,"Mspark, Inc. (MailSouth, Inc.)",,,"107,500,000","125,000,000","107,500,000","112,200,000",12/10/2018,Industrial/Natural Resources,Manufactures aerostructure components and subassemblies for the commercial aerospace and defense. Upside opportunity from integration across facilities and reduced operational costs.
1028A009,Rocket Software,,,"120,000,000","617,955,729","120,000,000","617,955,729",09/09/2018,Telecommunications,"Provider of outsourced mission critical services to broadcast, cable, digital media and government entities. Services include services cable and broadcast channel origination and playout, media content encoding and storage, transmission and disaster recovery services."
1028P001,ERICO Global Company,,,"49,838,472","107,584,514","49,838,472","107,584,514",10/12/2018,Industrial,"Designs, manufactures and markets highly engineered metal products serving a diverse range of construction, utility and industrial applications."
1028P002,Fibertech Networks,,,"228,298,197","1,139,926,748","228,298,197","1,139,926,748",11/10/2018,Business Services,"Leading government services contractor providing systems engineering, acquisition support, test & evaluation, scientific and IT services to the Dept of Defense and numerous other civilian agencies."
1028P003,MacDermid,,,"202,053,002","631,156,242","202,053,002","631,156,242",04/07/2018,Industrial/Natural Resources,"Global producer of value-added specialty chemicals to a wide range of end markets including electronics, metal and platic finishing, commercial printing, newspaper and packaging industries and offshore oil and gas markets."
1028P004,Mosaic Sales Solutions,,,"75,050,000","177,297,964","75,050,000","177,297,964",12/07/2018,Technology,"Provides software products used as performance enhancement tools to businesses to accelerate the development, organization and implementation and distribution of training materials as well as for ongoing training and certification requirements."
1028P005,"NMTI Holdings, Inc. (Newmarket)",,,"91,810,000","410,551,167","91,810,000","410,551,167",04/07/2018,Technology,The company is a provider of IT services and hardware & software product fulfillment. There services are focused on managing corporate help desks and data centers.
1028P006,Physiotherapy Associates,,,"215,037,075",,"215,037,075",,04/12/2018,Technology,"Provider of sales, group catering and banquet software solutions to the flobal hospitality and entertainment industries."
1028P007,"SPS Holdco, LLC",,,"87,048,023","4,467,688","87,048,023","4,467,688",09/11/2018,Telecommunications,Leading Metropolitan bandwidth infrastructure provider in Tier II and III cities. Customer are in a number of end markets.
1028P008,"Wyle, Inc.",,,"183,775,562","335,562,535","183,775,562","335,562,535",06/09/2018,Telecommunications,Provider of outsourced communications services and solutions.
1029A001,AFS (Gold Holding Corp.),,,"149,161,892","1,356","149,161,892",,02/14/2018,Technology,"AFS Technologies, Inc. is the leading provider of software solutions designed to meet the unique requirements of the consumer packaged goods industry. With over 25 years of industry experience, AFS provides global solutions and supports 1,100 customers in more than 40 countries. AFS' solutions are utilized by manufacturers, distributors, sales agencies, and third party logistics providers. AFS offers deployment flexibility through traditional licensing or subscription-based programs, from on premise to cloud based on-demand solutions."
1029A002,"AHEAD (Redwood Ahead Acquisition, LLC)",,,"95,431,403","102,241,293","95,431,403","95,431,403",11/16/2018,,AHEAD helps simplify IT through innovation. We enable enterprise clients to rapidly deliver applications and services by providing a Cloud Delivery Platform and Innovation Framework for execution.
1029A003,Conterra,,,"132,319,742","203,800,000","132,319,742","179,500,000",02/14/2018,Technology,"Bandwidth infrastructure - Conterra designs, builds, and operates high-performance networks for education, enterprises, healthcare and government organizations."
1029A004,DISA Holdings Corp.,,,"163,510,609","200,400,000","163,510,609","170,400,000",12/14/2018,Business Services,"DISA is a provider of drug testing, background screening and employee compliance solutions focused on labor intensive industries including the refining, petrochemical and oil and gas end markets."
1029A005,"PIKE (Pioneer Parent, Inc.)",,,"115,880,706","368,243,273","115,880,706","368,243,273",12/14/2018,Industrials,"Pike Corporation is one of the nation's largest specialty construction and engineering firms serving over 300 investor-owned, municipal and cooperative utilities in the United States."
1029A006,"Infogroup Parent Holdings, Inc.",,,"154,172,258","154,172,258","154,172,258","154,172,258",06/17/2018,Business Services,"Infogroup and its various affiliates and subsidiaries provide to clients a wide variety of data management, distribution, analytic and marketing services, which help our clients and the platforms and partners they work with to provide more relevant marketing and communications, and to understand their consumers better."
1029A007,Vestcom,,,"80,224,966","406,432,128","80,224,966","406,432,128",12/12/2018,Business Services,Provider of shelf edge media and shopper marketing products for U.S. grocery and drug store chains
1029A008,Research Now,,,"176,336,696","231,200,000","176,336,696","176,336,696",03/15/2018,Business Services,"Research Now, headquartered in Plano, Texas, is the leading digital data collection provider powering analytics and insights."
1029A009,NDC Acqusition Corp.,,,"57,737,005","57,737,005","57,737,005","57,737,005",02/16/2018,Healthcare,"Headquartered in Nashville, TN, NDC is a leading healthcare supply chain company and distributor of consumable medical supplies"
1029A010,NSM Top Holdings Corp.,,,"155,088,909","155,088,909","155,088,909","155,088,909",10/16/2018,Healthcare,"AccessNSM is the newest member of the National Seating & Mobility family of companies. The integration of five New England-based Hudson Access locations with Chair and Equipment Rentals and Sales in Charlotte and Philadelphia’s Nexus Medical, means seven AccessNSM locations now serve the I95 corridor."
1029A011,PlayCore Group,,,"270,615,000","270,615,000","270,615,000",,08/17/2018,Industrials,"PlayCore designs, manufactures, and markets commercial playground, park, recreation, performance and specialty equipment, and related complementary products"
1029A012,System1,,,"97,196,789","97,196,789","97,196,789",,08/17/2018,Business Services,"Internet advertising business that utilizes data and technology to source targeted leads using various digital media (display ads, email, social network ads) which it then monetizes (i.e. sells) through the pay-per-click (PPC) networks including Google, Yahoo and Bing"
1029A013,Terra Millennium (TMC Parent Corp.),,,"86,167,182","86,167,182","86,167,182","86,167,182",10/16/2018,Industrials,"TMC services the power generation, refining, petrochemical, mining, solar, mineral processing and steel industries nationwide"
1029P001,ERICO Global Company,,,"199,334,359","432,095,910","199,334,359","432,095,910",10/12/2018,Industrial,"Designs, manufactures and markets highly engineered metal products serving a diverse range of construction, utility and industrial applications."
1031A001,AdTrib (MaestroIQ),,,"349,992","1,552,150","349,992","1,552,150",11/13/2018,,
1031A002,Better Company,,,"575,011","645,049","500,011","570,049",03/14/2018,,
1031A003,BioBeats,,,"50,000","50,000","50,000","50,000",10/12/2018,,
1031A004,Boxed (Giddy),,,"806,987","7,051,565","806,987","7,051,565",12/12/2018,,
1031A005,Brightwheel (kid casa),,,"376,623","747,934","376,623","747,934",12/14/2018,,
1031A006,Change Collective,,,"265,548","265,548","265,548","265,548",01/14/2018,,
1031A007,Glide Talk,,,"250,000","343,364","250,000","343,364",09/13/2018,,
1031A008,Hinge (Cleod9),,,"650,000","1,182,014","650,000","1,182,014",11/13/2018,,
1031A009,LaunchKey,,,"175,000","73,744","175,000","175,000",12/14/2018,,
1031A010,Memoir (Veri),,,"201,249","121,998","201,249","254,800",10/13/2018,,
1031A011,mParticle,,,"799,999","1,611,323","400,000","551,177",10/13/2018,,
1031A012,Navdy,,,"683,912","1,325,312","547,130","1,188,529",06/14/2018,,
1031A013,Owlet Baby Care,,,"737,328","1,311,170","737,328","1,311,170",06/14/2018,,
1031A014,Simple Labs (Live Notes),,,"356,537","456,467","356,537","456,467",06/14/2018,,
1031A015,Stitch (Hothouse Labs) (Acq. by SugarCRM),,,"200,000","161,136","200,000","161,136",06/14/2018,,
1031A016,StockUp (BlueTiger),,,"650,581","696,476","350,581","508,180",10/13/2018,,
1031A017,Strut (Olympus Labs),,,"150,000","150,000","150,000","150,000",09/14/2018,,
1031A018,Testfire (Shortcast),,,"250,000","250,000","250,000","250,000",06/14/2018,,
1031A019,Truly Wireless (Highbeam),,,"402,417","708,853","250,000","250,000",07/13/2018,,
1031A020,Vistar Media,,,"100,000","667,000","100,000","667,000",03/13/2018,,
1031A021,Voyat,,,"250,000","93,335","250,000","202,580",06/14/2018,,
1031A022,Vungle,,,"60,000","841,840","60,000","841,840",09/12/2018,,
1031P001,Circa 1605,,,"50,000",,"50,000",,06/14/2018,,
1031P002,Fitocracy (Acq. by Fitlab),,,"60,833","1,199","60,833","60,833",09/12/2018,,
1031P003,Fleksy,,,"200,000",,"200,000",,10/14/2018,,
1031P004,GridMobile,,,"125,000",,"125,000",,09/14/2018,,
1031P005,Jobr,,,"250,000","317,171","250,000","317,171",06/14/2018,,
1031P006,Just Sing It (Anyone Game),,,"100,000",1,"100,000",1,07/13/2018,,
1031P007,Luxe Valet,,,"125,000","18,217","125,000","428,085",09/14/2018,,
1031P008,MeowChat,,,"209,030",,"209,030",,10/14/2018,,
1031P009,Nextpeer (Innobell) (Acq. by Viber),,,"200,000","286,634","200,000","286,634",03/14/2018,,
1031P010,Shake,,,"250,000","13,458","250,000","13,458",11/13/2018,,
1031P011,Sneeky,,,"100,000",,"100,000",,06/14/2018,,
1031P012,Stuph,,,"225,000",,"225,000",,11/13/2018,,
1031P013,TapCommerce (Acq. by Twitter),,,"419,999","2,699,425","419,999","2,699,425",08/13/2018,,
1031P014,Winston (Reactor Labs),,,"100,000",,"100,000",,11/12/2018,,
1031P015,Wut,,,"100,000",,"100,000",,06/14/2018,,
1032A001,Alloy,,,"900,000","900,000",,,,,
1032A002,Anchor FM,,,"2,061,211","3,367,353","1,031,213","1,031,213",10/15/2018,,
1032A003,AutoFi,,,"100,000","230,645","100,000","100,000",04/01/2016,,
1032A004,b8ta,,,"1,650,000","1,761,766","1,050,000","1,162,948",12/15/2018,,
1032A005,Brightwheel (DSSV),,,"914,658","1,816,409","914,658","1,816,409",12/14/2018,,
1032A006,Chatgrid,,,"500,000","500,000","500,000","500,000",07/15/2018,,
1032A007,Dubsmash,,,"766,994","978,338","766,994","978,338",07/15/2018,,
1032A008,Eden Tech (Wizard Labs),,,"1,150,155","1,704,426","550,000","1,324,271",05/15/2018,,
1032A009,Embrace (PubFirst),,,"1,400,008","1,910,200","699,999","699,999",04/01/2016,,
1032A010,Franklin Mobile,,,"750,000","750,000","500,000","500,000",,,
1032A011,Fritz Labs,,,"1,000,000","1,000,000",,,,,
1032A012,Hickory (Forty One),,,"849,999","849,999","849,999","849,999",09/15/2018,,
1032A013,Hush,,,"989,345","3,391,189","600,000","3,391,189",04/01/2016,,
1032A014,Hyperloop Technologies,,,"100,000","216,518","100,000","100,000",02/16/2018,,
1032A015,iSee,,,"600,000","600,000",,,,,
1032A016,Kiwi (Chatous),,,"100,000","100,000","100,000","100,000",08/15/2018,,
1032A017,LaunchKey,,,"325,000","136,963","325,000","325,000",11/14/2018,,
1032A018,Legit Patents,,,"1,000,000","1,000,000",,,,,
1032A019,Lynk (Sticks and Brains),,,"700,000","700,000","600,000","600,000",06/15/2018,,
1032A020,Meta,,,"99,982","99,982","99,982","99,982",03/16/2018,,
1032A021,N3twork,,,"1,189,999","1,547,539","1,189,999","1,547,539",04/15/2018,,
1032A022,Neumob,,,"559,026","647,112","559,026","647,112",04/15/2018,,
1032A023,Phhhoto,,,"600,000","600,000","600,000","600,000",11/15/2018,,
1032A024,Pi Charging,,,"749,999","749,999","749,999","750,369",09/15/2018,,
1032A025,Pienso,,,"800,000","800,000","800,000","800,000",,,
1032A026,Prompt App,,,"2,194,175","2,720,481","2,194,175","2,720,481",04/01/2016,,
1032A027,Quilt,,,"1,025,000","1,025,000","650,000","650,000",04/01/2016,,
1032A028,Raken,,,"487,500","487,500","487,500","487,500",04/01/2016,,
1032A029,ReadyRobotics,,,"874,999","1,461,953","874,999","1,461,953",04/01/2016,,
1032A030,Recharge Labs,,,"350,000","350,000","350,000","350,000",04/01/2016,,
1032A031,Red/Green,,,"300,000","300,000","300,000","300,000",03/15/2018,,
1032A032,Phil (Rex Technology),,,"2,158,527","2,575,333","2,158,527","2,575,333",08/15/2018,,
1032A033,Shaper Tools,,,"966,669","1,583,336","966,669","1,583,336",04/01/2016,,
1032A034,Shine,,,"762,694","762,694","762,694","762,694",,,
1032A035,Snips,,,"824,716","2,191,055","824,716","2,191,055",05/15/2018,,
1032A036,Statsbot,,,"750,000","750,000","750,003","750,003",,,
1032A037,Strut (Olympus Labs),,,"150,000","150,000","150,000","150,000",09/14/2018,,
1032A038,Trim (Ask Benjamin),,,"1,000,000","1,000,000","1,000,000","1,000,000",03/16/2018,,
1032A039,Un1verse (Future Lab),,,"200,000","200,000","200,000","200,000",12/14/2018,,
1032A040,Viro Media,,,"600,000","600,000","600,000","600,000",04/01/2016,,
1032A041,Visual Vocal,,,"850,000","850,000","850,000","850,000",,,
1032A042,Zero Financial,,,"1,750,000","2,624,999","1,750,000","2,624,999",03/16/2018,,
1032P001,Envoy Commerce,,,"579,310",,"579,310",,04/15/2018,,
1032P002,Fleksy,,,"300,000",,"300,000",,10/14/2018,,
1032P003,Luxe Valet,,,"125,000","18,217","125,000","428,085",09/14/2018,,
1032P004,Mast (Grid Mobile),,,"125,000",,"125,000",,09/14/2018,,
1032P005,MeowChat (Minus),,,"313,545",,"313,545",,10/14/2018,,
1032P006,Rumr (My Table),,,"500,000","100,400","500,000","100,400",,,
1032P007,Workflow (DeskConnect),,,"500,000","1,080,567","500,000","1,080,567",12/15/2018,,
1034A001,Junis CAA LP,,,"65,125,238","65,648,172","64,719,896","65,971,076",,,
1035A001,JustFab,,,"5,000,032","6,810,272","5,000,032","5,000,032",,,
1037A001,Apttus,,,"26,638,446","83,927,984","26,638,446","70,590,032",09/13/2018,Business Services,Provider of cloud-based software used by enterprise sales and legal teams to automate routine processes in the sales and contract management processes.
1037A002,Buildium,,,"19,615,865","67,062,686","19,615,865","67,062,868",07/11/2018,Information Technology,Provider of a comprehensive system of record for small real estate property managers.
1037A003,Checkmarx,,,"8,106,309","58,478,040","8,106,309","58,478,040",09/13/2018,Information Technology,Delivers a status application security solution that scan's an application source code for security vulnerabilities and stores the results for future comparisons.
1037A004,eFolder,,,"27,596,270","38,154,442","27,596,270","37,552,654",09/13/2018,Business Services,"Provider of backup abd disaster recovery (BDR) and cloud file synchronization products, sold primarily thourgh MSPs."
1037A005,Certent (Equity Admin Solutions),,,"33,153,330","58,620,694","33,153,330","58,576,309",11/11/2018,Business Services,"System of record for homeowner associations, condominium associations and community management companies."
1037A006,Inthinc,,,"29,245,150","31,676,608","29,245,150","33,013,072",09/13/2018,Information Technology,Provider of fleet management and driver safety technology delivered through a SaaS platform.
1037A007,Unified Media,,,,,,,10/12/2018,Business Services,SaaS system of record for marketers to manage advertising campaigns across social media.
1037A008,Zapproved (Unproved),,,"15,199,925","46,199,737","15,199,925","46,184,570",06/14/2018,Business Services,Zapproved is a software provider that offers a compliance platform to facilitate companies to comply with rules and regulations.
1037P001,Chirotouch,,,,,"23,331,245","101,627,490",08/14/2018,Information Technology,"ChiroTouch and SmartCloud, by Integrated Practice Solutions Inc., is the premier provider of fully-certified innovative chiropractic software technology solutions for the chiropractic industry."
1037P002,Community Investors,,,,,"6,976,969","47,813,288",07/12/2018,Business Services,"Solution for employee stock option plans handling tax, accounting, administration, participant services and compliance."
1037P003,WorkForce Software,,,,,"6,976,969","21,370,952",02/13/2018,Business Services,"Provider of workforce management software that adresses time and attendace, absence management, staff scheduling, fatigue management and labor analytics to ensure compliance."
1038A001,CrownPeak,,,"37,052,830","74,927,342","37,052,830","54,906,421",11/15/2018,Business Services,CrownPeak provides SaaS web content management solutions which manage the content that is displayed on websites of large organizations
1038A002,Core Security (Courion),,,"49,811,917","56,759,762","49,811,917","56,759,762",02/15/2018,Business Services,"Courion is the market leader in enterprise IAM solutions, from provisioning & governance to enterprise password management"
1038A003,Nexonia,,,"91,363,821","108,977,106","91,363,821","119,479,882",06/15/2018,Business Services,Expense Reports and Timesheets web and mobile software to track your employees business expenses and working hours
1038A004,Skuid,,,"5,644,238","14,746,784","5,644,238","14,744,188",08/15/2018,Business Services,Skuid is a codeless platform for rapid application development and user experience customization with Salesforce.com.
1038A005,Skywalker Investments,,,"68,004,188","86,367,195","68,004,188","95,527,315",12/15/2018,Business Services,"NOTE Smarsh merged with Faulkner Media Group to form Skywalker investments. Smarsh is a leading provider of cloud-based archiving and compliance solutions for companies in regulated industries, specifically financial services companies"
1038A006,ControlUp,,,"6,985,343","6,985,343","6,985,343","6,985,343",02/17/2018,Business Services,"ControlUp provides an IT operations analytics and management platform which helps companies to monitor, analyze and remediate issues in on-premise, hybrid cloud and cloud infrastructures."
1038P001,Granicus,,,"5,659,901","59,038,986","5,659,901","58,401,581",07/14/2018,Business Services,"Granicus offers a truly unique integrated public meeting record, servicing governing bodies that are increasingly looking for more reliable and cost-effective solutions for webcasting, public meeting management and constituent communication"
1039A001,Rave Mobile,,,"46,747,607","46,747,607","46,747,607","46,747,607",06/13/2018,Business Services,"Rave Wireless, Inc. (“Rave Mobile Safety”) is headquartered in Framingham, Massachusetts. The company provides a comprehensive suite of software solutions to assist with public safety and emergency response. The company primarily sells its solution to higher education institutions and state & local government agencies across the United States. Customers sign annual or multi-year subscription agreements."
1039A002,Granicus,,,"49,137,652","49,137,652","49,137,652","49,137,652",06/14/2018,Business Services,"Granicus, Inc. (""Granicus"") is headquartered in Denver, Colorado. The company is a leading provider of cloud-based legislative automation and recordkeeping software for federal, state and local government. The multi-tenant software-as-a-service (“SaaS”) solutions allow clerical staff to efficiently manage the complex legislative process and effectively communicate with the public."
1039A003,Skywalker,,,"40,673,821","92,203,162","71,399,692","103,063,195",06/15/2018,Business Services,Expense Reports and Timesheets web and mobile software to track your employees business expenses and working hours
1039A004,eFolder,,,"35,000,000","35,000,000",,,09/17/2018,Business Services,"eFolder is a leading supplier of cloud data protection, business continuity, and cloud file sync solutions for Managed Service Providers (MSPs), solution providers, and Value Added Resellers (VARs)."
1039A005,Core Security Holdings,,,"175,000,000","172,923,456",0,0,08/17/2018,Business Services,Core Security (“Core”) is the market leader in vulnerability and access risk management.
1039A006,Microsystems,,,,,,,08/15/2018,Business Services,Skuid is a codeless platform for rapid application development and user experience customization with Salesforce.com.
1041A001,Albacore,,,"7,700,000","15,800,000","7,700,000","15,800,000",01/01/2014,Manufacturing,"Based in Wellesley, Mass., Ampersand was founded in 1988. The firm focuses on growth equity investments primarily in lower middle-market companies. As of the record date, the fund consisted of five companies. The following is an overview of each company in the fund: A provider of esoteric lab testing services to hospitals and pharmaceutical companies. A developer and manufacturer of point-of-care diagnostic products for the pediatric market. A developer and manufacturer of protein-based lab testing products for hospitals. A value-added reseller of engineering and design software products. An equipment manufacturer of plastic container production systems."
1041A002,Albacore IV,,,"8,200,000","13,300,000","12,200,000","10,900,000",04/01/2013,Manufacturing,"Based in Wellesley, Mass., Ampersand was founded in 1988. The firm focuses on growth equity investments primarily in lower middle-market companies. As of the record date, the fund consisted of five companies. The following is an overview of each company in the fund: A provider of esoteric lab testing services to hospitals and pharmaceutical companies. A developer and manufacturer of point-of-care diagnostic products for the pediatric market. A developer and manufacturer of protein-based lab testing products for hospitals. A value-added reseller of engineering and design software products. An equipment manufacturer of plastic container production systems."
1041A003,Alfa,,,"37,100,000","52,100,000","37,100,000","46,800,000",01/01/2015,Financial Services,"Newport Global Advisors, founded in 2005, has $525 million in assets under management. We are based in Houston, Texas, and are advisors to a primarily distressed credit-for-control private equity fund and a distressed credit hedge fund."
1041A004,Avenger,,,"10,800,000","15,600,000","10,800,000","14,700,000",04/01/2013,Software,"In the Project Avenger secondary transaction, the Fund invested $6.5 million in Costanoa Venture Capital Growth Fund, L.P. (“Costanoa Growth”) and $4.3 million in Costanoa Venture Capital RP Co-investment, L.P. (“Costanoa RP”), for a total investment of $10.8 million. Costanoa is a privately held venture capital firm based in Palo Alto, California, that invests in early-stage, cloud-based services companies that lever data and analytics to solve real-world problems for businesses and consumers. As of the closing date, Project Avenger consisted of six positions, with the majority of the value concentrated in mid- and latestage software as a service (SaaS) and internet companies. The following is an overview of the key companies in the portfolio: An SaaS email certification and intelligence company. A provider of a cloud-based accounting and financial management software. A business-to-business marketing and web analytics company. An SaaS solution for prevention of online bank fraud. A provider of e-commerce subscription websites for public archives."
1041A005,Blackfriar,,,"58,900,000","74,100,000","58,900,000","73,000,000",01/01/2017,,"Project Blackfriar ($69.6 million investment): The Fund invested in a diversified portfolio of 29 private equity fund commitments and four co-investment stakes held within a separate account managed by WP Global Partners, a private equity fund of fund manager with $3 billion in AUM."
1041A006,Carbon II,,,"19,400,000","28,400,000","19,400,000","29,100,000",10/01/2014,Diversified,"Diamond Castle is a private equity investment firm founded in 2004 with approximately $2.0 billion of capital raised to date. Our focus is on investments in the energy & power, financial services and healthcare sectors, as well as other diversified industries."
1041A007,Convergence,,,"33,100,000","42,400,000","34,900,000","41,800,000",04/01/2014,Manufacturing,"PAC is a wholesale distributor and producer of extruded aluminum products. Its products are primarily sold to the RV and towable end market. The company also manufactures products for fencing, specialty trailer, aluminum fabrication, and building materials end markets."
1041A008,Dash,,,"7,800,000","13,300,000","7,800,000","13,300,000",04/01/2014,Manufacturing,"PAC is a wholesale distributor and producer of extruded aluminum products. Its products are primarily sold to the RV and towable end market. The company also manufactures products for fencing, specialty trailer, aluminum fabrication, and building materials end markets."
1041A009,Float,,,"59,500,000","29,000,000","58,800,000","31,500,000",10/01/2013,Oil/Gas,"PPF is a Norwegian real estate, shipping and offshore asset management and syndication house headquartered in Oslo and has approximately $800 million across its real estate and maritime investment funds.As of the April 30, 2013 record date, the Transaction consisted of a set of 27 projects across 63 vessels, with 76% of the NAV represented by offshore oil service assets and the balance comprised of gas and chemical tankers. The following represents a highlevel overview of the assets in the Transaction: The offshore oil service vessels include subsea, seismic, anchor handling tug supply (AHTS), platform support (PSV) and accommodation vessels. The shipping vessels include mostly liquefied petroleum gas (LPG) and chemical tankers. 78% of the projects are covered by long-term charters (of the 10 largest assets, seven are currently under contract, one is a publicly listed business and two are offered in the spot market). The weighted average age of the vessels is 5.3 years, with an expected life of 30–??35 years for oil service vessels and 25 years for the shipping fleet."
1041A010,Float II,,,"11,100,000","2,000,000","11,000,000","2,100,000",07/01/2014,Oil/Gas,"Pareto Maritime Opportunity Fund II is a new investment vehicle set up and managed by the Pareto Project Financing (PPF). This new fund was created in order to complete the direct purchase of secondhand market stakes in a portfolio of 10 offshore oil service vessels and shipping assets. PPF is a Norwegian real estate, shipping and offshore asset management and syndication house headquartered in Oslo. At close, the project consists of 10 vessels, with 92% of contributed capital represented by offshore oil service assets and the balance comprised of gas tankers."
1041A011,Geometry,,,"14,900,000","3,700,000","14,900,000","4,200,000",04/01/2013,Oil/Gas,"In Project Geometry, the Fund invested $12.8 million in TW/LM Acquisition, L.P. (”TW/LM”) which was formed by Tailwater Capital (“Tailwater”) to purchase the remaining unrealized energy assets from HM Capital’s Sector Performance Fund and other affiliated vehicles. Tailwater is a Dallas-based manager that pursues an investment strategy focused on acquiring upstream and midstream energy assets with a particular exposure to Texas. As of the investment date, the portfolio consisted of two entities, one of which represented 96% of the net asset value of the portfolio. This entity consists of midstream and upstream subsidiaries based in the South Texas Maverick Basin, where oil and gas development is experiencing rapid growth."
1041A012,Hamam,,,"19,800,000","23,400,000","19,800,000","20,300,000",10/01/2013,Retail,"In the Project Hamam transaction, AIP invested €14.4 million in Turkish Private Equity Fund II L.P., managed by Turkven Private Equity (“Turkven”). Turkven is an established general partner with a strong Istanbul-based advisory team that makes control mid-market growth buyout investments only in Turkey and in a variety of sectors, with an emphasis on opportunities that seek to take advantage of the substantial growth in Turkish consumer spending (e.g., consumer services, consumer goods and retailing).As of the record date, the transaction consisted of nine portfolio companies. The following is an overview of the key value drivers in the transaction: A high street jeans retailer in Turkey. A well-known international pizza delivery brand franchise in Turkey and Russia. A chain of private high schools in Turkey. A mid-price fashion retail chain with more than 300 stores."
1041A013,Haven,,,"12,400,000","16,600,000","12,200,000","16,400,000",,Healthcare,Revelstoke is a private equity firm formed by experienced investors who focus on building exceptional industry-leading companies
1041A014,Herald,,,"6,600,000","8,900,000","6,600,000","7,000,000",04/01/2016,Diversified,Gryphon Partners is a global advisory firm focused on frontier markets
1041A015,Holland,,,"400,000","800,000","400,000","800,000",01/01/2013,Telecom,"In the Project Holland secondary transaction, the Fund purchased an interest in Tailwind Capital Partners, L.P. (the “Tailwind Fund”), managed by Tailwind Capital (“Tailwind”), for $461,179 million. Tailwind, founded in 2003, focuses on control private equity investments in middle-market companies that are in targeted sectors, which include healthcare, media/communications and business services. As of the record date, the Fund held investments in 13 companies. The following is an overview of the impact companies owned by the fund: A provider of specialty generic pharmaceuticals; An owner / operator of wireless communication towers; A community bank based in the Southeast U.S.; and A provider of commercial networking and telecommunications equipment to the government."
1041A016,Hudson,,,"36,100,000","29,900,000","35,700,000","29,000,000",10/01/2014,Agribusiness,Paine & Partners professionals have invested in the food and agribusiness sectors for more than 20 years.
1041A017,Mercantile,,,"13,700,000","15,600,000","13,700,000","15,400,000",01/01/2017,,"In the Project Mercantile secondary transaction, the Fund invested in Life Investors of Korea, LP, a special purpose vehicle managed by Corsair Capital that was created to purchase interests in a Korean life insurance business from existing co-investors in the company."
1041A018,Montgomery,,,"51,500,000","50,800,000","51,500,000","46,800,000",07/01/2015,Diversified,"For over forty years, we have applied our investment strategy focusing on small- and mid-capitalization companies to source strategic block and control investments and subsequently work with the managements and boards of directors to increase shareholder value."
1041A019,Mortar,,,"11,500,000","16,300,000","11,500,000","16,300,000",10/01/2015,Financial Services,"Blackstone GSO is one of the world’s largest credit-oriented alternative asset managers, with a focus on delivering attractive risk-adjusted returns and capital preservation for our clients. 
"
1041A020,Outlaw II,,,"35,000,000","41,100,000","35,000,000","41,000,000",07/01/2012,Real Estate,"In the Project Outlaw II secondary transaction, the Fund invested $35 million in Lone Star Fund V (U.S.), L.P. (“Lone Star V”), managed by Lone Star Funds (“Lone Star”). Lone Star, based in Dallas, is a global investment firm that acquires distressed debt and equity assets. These include corporate, commercial real estate, single family residential and consumer debt products, as well as banks and asset rich operating companies, primarily in the U.S., Europe and Japan. As of the closing date, the Lone Star V portfolio consisted of 28 positions, with the majority of the value concentrated in four operating companies and the remainder invested in diversified loan portfolios and real estate assets. The following is an overview of the key companies in the portfolio: A regional supermarket chain in the U.S., with approximately $10 billion in annual sales. A leading German bank that provides commercial real estate financing and advisory services. A recently listed high-end steakhouse chain in the U.S. Diversified real estate and hotel assets in Japan"
1041A021,Overcall,,,"35,800,000","58,400,000","35,800,000","57,100,000",07/01/2013,Services,"In the Project Overcall transaction, the Fund invested £14.7 million in BBTPS L.P. (“BBTPS”), £2.0 million in New HPE II L.P. (“HPE II”), and made a primary commitment of €10.2 million to BDC I L.P. (“BDC I”). All vehicles are managed by Bridgepoint Development Capital (“BDC”). Based in London, BDC is a lower middle-market private equity manager that invests in the UK, the Nordics and France. BDC targets companies with enterprise values below €150 million in industries with strong sector and geographic trends, primarily in the financial services, consumer, industrial, health care, media and technology sectors. As of the record date, the transaction consisted of 14 portfolio companies held across BBTPS, HPE II and BDC I. The following is an overview of the key value drivers in the transaction: UK-based provider of managed services, collocation and connectivity to SME clients from a national network of 10 data centers. Owner and operator of a portfolio of 15 large holiday parks located in desirable locations within France. Leading provider of specialist care services to the high acuity autism segment in the Nordics. UK-based manufacturer of shim components to the aerospace industry. Private hospitals operator in the Rhone-Alpes region in France. Largest provider of voice productivity software to the legal, health care and professional services market in the UK"
1041A022,Oxygen,,,"15,200,000","21,400,000","15,200,000","19,000,000",01/01/2016,Healthcare,"Founded in 2014, Peloton Equity, LLC (Peloton) is a private equity firm dedicated to providing growth capital to innovative healthcare companies."
1041A023,Piano,,,"19,600,000","21,200,000","19,700,000","21,500,000",07/01/2015,Diversified,Palamon Capital Partners is a private equity partnership that invests growth capital of between €15 million and €80 million in European lower mid-market companies.
