"AEBODSYS","AEHLGT","AEHLT","AEDECOD","A","C","B","D","APLUSB","CPLUSD","N","PCTTREAT","PCTCONTROL","RD","RR","PVALUE"
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","FEELINGS AND SENSATIONS NEC","HUNGER",6,0,540,546,546,546,1092,1.1,0,1.1,0,4.2
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","FEELINGS AND SENSATIONS NEC","",6,4,540,542,546,546,1092,1.1,0.7,0.4,150,1.6
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","GENERAL SIGNS AND SYMPTOMS NEC","INFLUENZA LIKE ILLNESS",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","GENERAL SIGNS AND SYMPTOMS NEC","SWELLING",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","GENERAL SIGNS AND SYMPTOMS NEC","XEROSIS",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","GENERAL SIGNS AND SYMPTOMS NEC","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","HERNIAS NEC","HERNIA",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","HERNIAS NEC","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","OEDEMA NEC","GENERALISED OEDEMA",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","OEDEMA NEC","GRAVITATIONAL OEDEMA",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","OEDEMA NEC","OEDEMA",16,8,530,538,546,546,1092,2.9,1.5,1.5,200,3.1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","OEDEMA NEC","OEDEMA PERIPHERAL",48,80,498,466,546,546,1092,8.8,14.7,-5.9,60,7.1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","OEDEMA NEC","",66,92,480,454,546,546,1092,12.1,16.8,-4.8,71.7,5.2
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","CHEST PAIN",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","FACIAL PAIN",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","HERNIA PAIN",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","NON-CARDIAC CHEST PAIN",58,58,488,488,546,546,1092,10.6,10.6,0,100,2.5
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","PAIN",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","PAIN AND DISCOMFORT NEC","",66,62,480,484,546,546,1092,12.1,11.4,0.7,106.5,2.7
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","GENERAL SYSTEM DISORDERS NEC","","",180,204,366,342,546,546,1092,33,37.4,-4.4,88.2,4.1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","HEART FAILURES","HEART FAILURE SIGNS AND SYMPTOMS","OEDEMA PERIPHERAL",8,8,538,538,546,546,1092,1.5,1.5,0,100,1.6
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","HEART FAILURES","HEART FAILURE SIGNS AND SYMPTOMS","",8,8,538,538,546,546,1092,1.5,1.5,0,100,1.6
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","HEART FAILURES","","",8,8,538,538,546,546,1092,1.5,1.5,0,100,1.6
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TISSUE DISORDERS NEC","MASS CONDITIONS NEC","CYST",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TISSUE DISORDERS NEC","MASS CONDITIONS NEC","HAEMORRHAGIC CYST",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TISSUE DISORDERS NEC","MASS CONDITIONS NEC","",2,4,544,542,546,546,1092,0.4,0.7,-0.4,50,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TISSUE DISORDERS NEC","","",2,4,544,542,546,546,1092,0.4,0.7,-0.4,50,1.4
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TOTAL FLUID VOLUME INCREASED","OEDEMA","PITTING OEDEMA",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TOTAL FLUID VOLUME INCREASED","OEDEMA","",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","TOTAL FLUID VOLUME INCREASED","","",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"GENERAL DISORDERS AND ADMINISTRATION SITE CONDITIONS","","","",202,222,344,324,546,546,1092,37,40.7,-3.7,91,3.8
"HEPATOBILIARY DISORDERS","BILE DUCT DISORDERS","BILE DUCT INFECTIONS AND INFLAMMATIONS","BILIARY COLIC",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"HEPATOBILIARY DISORDERS","BILE DUCT DISORDERS","BILE DUCT INFECTIONS AND INFLAMMATIONS","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"HEPATOBILIARY DISORDERS","BILE DUCT DISORDERS","","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"HEPATOBILIARY DISORDERS","GALLBLADDER DISORDERS","CHOLECYSTITIS AND CHOLELITHIASIS","CHOLECYSTITIS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"HEPATOBILIARY DISORDERS","GALLBLADDER DISORDERS","CHOLECYSTITIS AND CHOLELITHIASIS","CHOLECYSTITIS ACUTE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"HEPATOBILIARY DISORDERS","GALLBLADDER DISORDERS","CHOLECYSTITIS AND CHOLELITHIASIS","CHOLELITHIASIS",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"HEPATOBILIARY DISORDERS","GALLBLADDER DISORDERS","CHOLECYSTITIS AND CHOLELITHIASIS","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"HEPATOBILIARY DISORDERS","GALLBLADDER DISORDERS","","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS NEC","HEPATIC CYST",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS NEC","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC ENZYMES AND FUNCTION ABNORMALITIES","HEPATIC FUNCTION ABNORMAL",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATIC ENZYMES AND FUNCTION ABNORMALITIES","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOCELLULAR DAMAGE AND HEPATITIS NEC","HEPATIC STEATOSIS",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","HEPATOCELLULAR DAMAGE AND HEPATITIS NEC","",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"HEPATOBILIARY DISORDERS","HEPATIC AND HEPATOBILIARY DISORDERS","","",6,2,540,544,546,546,1092,1.1,0.4,0.7,300,2.2
"HEPATOBILIARY DISORDERS","","","",12,8,534,538,546,546,1092,2.2,1.5,0.7,150,2.1
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","HYPERSENSITIVITY",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","ALLERGIC CONDITIONS NEC","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS","ALLERGY TO VACCINE",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","ALLERGIES TO FOODS, FOOD ADDITIVES, DRUGS AND OTHER CHEMICALS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","ATOPIC DISORDERS","SEASONAL ALLERGY",6,4,540,542,546,546,1092,1.1,0.7,0.4,150,1.6
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","ATOPIC DISORDERS","",6,4,540,542,546,546,1092,1.1,0.7,0.4,150,1.6
"IMMUNE SYSTEM DISORDERS","ALLERGIC CONDITIONS","","",10,6,536,540,546,546,1092,1.8,1.1,0.7,166.7,2.1
"IMMUNE SYSTEM DISORDERS","","","",10,6,536,540,546,546,1092,1.8,1.1,0.7,166.7,2.1
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","CELLULITIS",10,12,536,534,546,546,1092,1.8,2.2,-0.4,83.3,1.9
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","EXTERNAL EAR CELLULITIS",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","FOLLICULITIS",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","RESPIRATORY TRACT INFECTION BACTERIAL",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BACTERIAL INFECTIONS NEC","",16,14,530,532,546,546,1092,2.9,2.6,0.4,114.3,2
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BORDETELLA INFECTIONS","PERTUSSIS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","BORDETELLA INFECTIONS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","CLOSTRIDIA INFECTIONS","CLOSTRIDIUM COLITIS",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","CLOSTRIDIA INFECTIONS","",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","HELICOBACTER INFECTIONS","HELICOBACTER INFECTION",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","HELICOBACTER INFECTIONS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","ERYSIPELAS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","PHARYNGITIS STREPTOCOCCAL",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","STREPTOCOCCAL INFECTIONS","",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"INFECTIONS AND INFESTATIONS","BACTERIAL INFECTIOUS DISORDERS","","",24,18,522,528,546,546,1092,4.4,3.3,1.1,133.3,2.5
"INFECTIONS AND INFESTATIONS","CAMPYLOBACTER INFECTIONS","CAMPYLOBACTER GASTROENTERITIS","CAMPYLOBACTER INTESTINAL INFECTION",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","CAMPYLOBACTER INFECTIONS","CAMPYLOBACTER GASTROENTERITIS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","CAMPYLOBACTER INFECTIONS","","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","DENTAL AND GINGIVAL CONDITIONS","DENTAL AND PERIODONTAL INFECTIONS AND INFLAMMATIONS","DENTAL CARIES",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"INFECTIONS AND INFESTATIONS","DENTAL AND GINGIVAL CONDITIONS","DENTAL AND PERIODONTAL INFECTIONS AND INFLAMMATIONS","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"INFECTIONS AND INFESTATIONS","DENTAL AND GINGIVAL CONDITIONS","","",4,4,542,542,546,546,1092,0.7,0.7,0,100,1.3
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","CANDIDA INFECTIONS","CANDIDIASIS",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","CANDIDA INFECTIONS","ORAL CANDIDIASIS",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","CANDIDA INFECTIONS","",6,2,540,544,546,546,1092,1.1,0.4,0.7,300,2.2
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","FUNGAL INFECTION",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","FUNGAL SKIN INFECTION",4,6,542,540,546,546,1092,0.7,1.1,-0.4,66.7,1.6
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","GENITAL INFECTION FUNGAL",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","ONYCHOMYCOSIS",4,6,542,540,546,546,1092,0.7,1.1,-0.4,66.7,1.6
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","VAGINAL MYCOSIS",6,0,540,546,546,546,1092,1.1,0,1.1,0,4.2
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","FUNGAL INFECTIONS NEC","",18,14,528,532,546,546,1092,3.3,2.6,0.7,128.6,2.2
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","TINEA INFECTIONS","TINEA PEDIS",6,2,540,544,546,546,1092,1.1,0.4,0.7,300,2.2
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","TINEA INFECTIONS","",6,2,540,544,546,546,1092,1.1,0.4,0.7,300,2.2
"INFECTIONS AND INFESTATIONS","FUNGAL INFECTIOUS DISORDERS","","",30,18,516,528,546,546,1092,5.5,3.3,2.2,166.7,3.7
"INFECTIONS AND INFESTATIONS","GASTROINTESTINAL INFECTIONS","GASTRIC AND GASTROENTERIC INFECTIONS","GASTROENTERITIS",4,0,542,546,546,546,1092,0.7,0,0.7,0,2.8
"INFECTIONS AND INFESTATIONS","GASTROINTESTINAL INFECTIONS","GASTRIC AND GASTROENTERIC INFECTIONS","GASTROENTERITIS VIRAL",2,10,544,536,546,546,1092,0.4,1.8,-1.5,20,4.2
"INFECTIONS AND INFESTATIONS","GASTROINTESTINAL INFECTIONS","GASTRIC AND GASTROENTERIC INFECTIONS","",6,10,540,536,546,546,1092,1.1,1.8,-0.7,60,2.1
"INFECTIONS AND INFESTATIONS","GASTROINTESTINAL INFECTIONS","","",6,10,540,536,546,546,1092,1.1,1.8,-0.7,60,2.1
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","DIVERTICULITIS",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","GASTROENTERITIS",2,2,544,544,546,546,1092,0.4,0.4,0,100,1
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","ABDOMINAL AND GASTROINTESTINAL INFECTIONS","",6,4,540,542,546,546,1092,1.1,0.7,0.4,150,1.6
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","BONE INFECTION",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","BONE AND JOINT INFECTIONS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","BREAST INFECTIONS","BREAST ABSCESS",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","BREAST INFECTIONS","",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","DENTAL AND ORAL SOFT TISSUE INFECTIONS","PAROTITIS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","DENTAL AND ORAL SOFT TISSUE INFECTIONS","TOOTH ABSCESS",8,10,538,536,546,546,1092,1.5,1.8,-0.4,80,1.8
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","DENTAL AND ORAL SOFT TISSUE INFECTIONS","TOOTH INFECTION",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","DENTAL AND ORAL SOFT TISSUE INFECTIONS","",12,14,534,532,546,546,1092,2.2,2.6,-0.4,85.7,1.9
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","EAR INFECTION",4,6,542,540,546,546,1092,0.7,1.1,-0.4,66.7,1.6
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","OTITIS EXTERNA",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","OTITIS MEDIA",2,4,544,542,546,546,1092,0.4,0.7,-0.4,50,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","EAR INFECTIONS","",8,10,538,536,546,546,1092,1.5,1.8,-0.4,80,1.8
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","EYE AND EYELID INFECTIONS","EYE INFECTION",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","EYE AND EYELID INFECTIONS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","IMPLANT SITE INFECTION",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","LOCALISED INFECTION",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","RESPIRATORY TRACT INFECTION",6,4,540,542,546,546,1092,1.1,0.7,0.4,150,1.6
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","WOUND INFECTION",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","INFECTIONS NEC","",10,12,536,534,546,546,1092,1.8,2.2,-0.4,83.3,1.9
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","BRONCHITIS",20,12,526,534,546,546,1092,3.7,2.2,1.5,166.7,3
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","BRONCHITIS ACUTE",8,6,538,540,546,546,1092,1.5,1.1,0.4,133.3,1.7
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","LOWER RESPIRATORY TRACT INFECTION",8,8,538,538,546,546,1092,1.5,1.5,0,100,1.6
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","LUNG INFECTION",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","PNEUMONIA",12,2,534,544,546,546,1092,2.2,0.4,1.8,600,5.2
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","PNEUMONIA PRIMARY ATYPICAL",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","UPPER RESPIRATORY TRACT INFECTION",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","LOWER RESPIRATORY TRACT AND LUNG INFECTIONS","",52,30,494,516,546,546,1092,9.5,5.5,4,173.3,5.6
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","MALE REPRODUCTIVE TRACT INFECTIONS","PROSTATE INFECTION",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","MALE REPRODUCTIVE TRACT INFECTIONS","",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","SKIN STRUCTURES AND SOFT TISSUE INFECTIONS","DIABETIC FOOT INFECTION",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","SKIN STRUCTURES AND SOFT TISSUE INFECTIONS","SKIN INFECTION",4,2,542,544,546,546,1092,0.7,0.4,0.4,200,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","SKIN STRUCTURES AND SOFT TISSUE INFECTIONS","",6,2,540,544,546,546,1092,1.1,0.4,0.7,300,2.2
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","ACUTE SINUSITIS",2,0,544,546,546,546,1092,0.4,0,0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","LARYNGITIS",2,4,544,542,546,546,1092,0.4,0.7,-0.4,50,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","NASOPHARYNGITIS",44,24,502,522,546,546,1092,8.1,4.4,3.7,183.3,5.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","PHARYNGITIS",0,4,546,542,546,546,1092,0,0.7,-0.7,0,2.8
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","RHINITIS",0,2,546,544,546,546,1092,0,0.4,-0.4,0,1.4
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","SINUSITIS",22,22,524,524,546,546,1092,4,4,0,100,2.1
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","UPPER RESPIRATORY TRACT INFECTION",32,30,514,516,546,546,1092,5.9,5.5,0.4,106.7,2.3
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","UPPER RESPIRATORY TRACT INFECTIONS","",102,86,444,460,546,546,1092,18.7,15.8,2.9,118.6,3.6
"INFECTIONS AND INFESTATIONS","INFECTIONS - PATHOGEN UNSPECIFIED","URINARY TRACT INFECTIONS","CYSTITIS",2,4,544,542,546,546,1092,0.4,0.7,-0.4,50,1.4
