"AEBODSYS","AEHLGT","AEHLT","AEDECOD","A","C","B","D","APLUSB","CPLUSD","N","PCTTREAT","PCTCONTROL","RD","RR","PVALUE"
"Musculoskeletal and connective tissue disorders","MUSCLE DISORDERS","MUSCLE RELATED SIGNS AND SYMPTOMS NEC","MUSCLE SPASMS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCLE DISORDERS","MUSCLE RELATED SIGNS AND SYMPTOMS NEC","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCLE DISORDERS","MYOPATHIES","DIABETIC AMYOTROPHY",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCLE DISORDERS","MYOPATHIES","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCLE DISORDERS","","",3,6,2599,2618,2602,2624,5226,0.1,0.2,-0.1,0.5,1.8
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","EXTREMITY DEFORMITIES","TOE DEFORMITY",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","EXTREMITY DEFORMITIES","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","INTERVERTEBRAL DISC DISORDERS NEC","INTERVERTEBRAL DISC DEGENERATION",1,2,2601,2622,2602,2624,5226,0,0.1,0,0.5,1
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","INTERVERTEBRAL DISC DISORDERS NEC","INTERVERTEBRAL DISC DISORDER",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","INTERVERTEBRAL DISC DISORDERS NEC","INTERVERTEBRAL DISC DISPLACEMENT",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","INTERVERTEBRAL DISC DISORDERS NEC","INTERVERTEBRAL DISC PROTRUSION",9,6,2593,2618,2602,2624,5226,0.3,0.2,0.1,1.5,1.9
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","INTERVERTEBRAL DISC DISORDERS NEC","",10,12,2592,2612,2602,2624,5226,0.4,0.5,-0.1,0.8,1.9
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","SPINE AND NECK DEFORMITIES","LUMBAR SPINAL STENOSIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","SPINE AND NECK DEFORMITIES","SPINAL COLUMN STENOSIS",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","SPINE AND NECK DEFORMITIES","",2,3,2600,2621,2602,2624,5226,0.1,0.1,0,0.7,1.2
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DEFORMITIES (INCL INTERVERTEBRAL DISC DISORDERS)","","",13,15,2589,2609,2602,2624,5226,0.5,0.6,-0.1,0.9,2
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE INFECTIONS AND INFLAMMATIONS NEC","DUPUYTREN'S CONTRACTURE",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE INFECTIONS AND INFLAMMATIONS NEC","FASCIITIS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE INFECTIONS AND INFLAMMATIONS NEC","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","BACK PAIN",3,2,2599,2622,2602,2624,5226,0.1,0.1,0,1.5,1.2
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","MUSCULOSKELETAL CHEST PAIN",1,5,2601,2619,2602,2624,5226,0,0.2,-0.2,0.2,2.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","MUSCULOSKELETAL DISCOMFORT",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","MUSCULOSKELETAL PAIN",4,1,2598,2623,2602,2624,5226,0.2,0,0.1,4,1.9
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","NECK PAIN",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","PAIN IN EXTREMITY",4,5,2598,2619,2602,2624,5226,0.2,0.2,0,0.8,1.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE PAIN AND DISCOMFORT","",12,16,2590,2608,2602,2624,5226,0.5,0.6,-0.1,0.8,2.2
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE SIGNS AND SYMPTOMS NEC","BACK DISORDER",0,4,2602,2620,2602,2624,5226,0,0.2,-0.2,0,2.8
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE SIGNS AND SYMPTOMS NEC","MUSCULOSKELETAL STIFFNESS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","MUSCULOSKELETAL AND CONNECTIVE TISSUE SIGNS AND SYMPTOMS NEC","",0,5,2602,2619,2602,2624,5226,0,0.2,-0.2,0,3.4
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","SOFT TISSUE DISORDERS NEC","GROIN PAIN",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","SOFT TISSUE DISORDERS NEC","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","MUSCULOSKELETAL AND CONNECTIVE TISSUE DISORDERS NEC","","",14,22,2588,2602,2602,2624,5226,0.5,0.8,-0.3,0.6,2.9
"Musculoskeletal and connective tissue disorders","PURINE AND PYRIMIDINE METABOLISM DISORDERS","DISORDERS OF PURINE METABOLISM","GOUTY ARTHRITIS",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Musculoskeletal and connective tissue disorders","PURINE AND PYRIMIDINE METABOLISM DISORDERS","DISORDERS OF PURINE METABOLISM","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Musculoskeletal and connective tissue disorders","PURINE AND PYRIMIDINE METABOLISM DISORDERS","","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Musculoskeletal and connective tissue disorders","SOFT TISSUE NEOPLASMS BENIGN NEC","SYNOVIAL CYST","GANGLION",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","SOFT TISSUE NEOPLASMS BENIGN NEC","SYNOVIAL CYST","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","SOFT TISSUE NEOPLASMS BENIGN NEC","","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","SYNOVIAL AND BURSAL DISORDERS","BURSAL DISORDERS","BURSITIS",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Musculoskeletal and connective tissue disorders","SYNOVIAL AND BURSAL DISORDERS","BURSAL DISORDERS","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Musculoskeletal and connective tissue disorders","SYNOVIAL AND BURSAL DISORDERS","","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Musculoskeletal and connective tissue disorders","TENDON, LIGAMENT AND CARTILAGE DISORDERS","CARTILAGE DISORDERS","OSTEOCHONDROSIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","TENDON, LIGAMENT AND CARTILAGE DISORDERS","CARTILAGE DISORDERS","",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","TENDON, LIGAMENT AND CARTILAGE DISORDERS","TENDON DISORDERS","TENDON DISORDER",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","TENDON, LIGAMENT AND CARTILAGE DISORDERS","TENDON DISORDERS","TENDONITIS",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Musculoskeletal and connective tissue disorders","TENDON, LIGAMENT AND CARTILAGE DISORDERS","TENDON DISORDERS","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Musculoskeletal and connective tissue disorders","TENDON, LIGAMENT AND CARTILAGE DISORDERS","","",0,3,2602,2621,2602,2624,5226,0,0.1,-0.1,0,2.1
"Musculoskeletal and connective tissue disorders","","","",81,92,2521,2532,2602,2624,5226,3.1,3.5,-0.4,0.9,3.1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS BENIGN (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS BENIGN","BENIGN BREAST NEOPLASM",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS BENIGN (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS BENIGN","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS BENIGN (INCL NIPPLE)","","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS MALIGNANT","BREAST CANCER",3,5,2599,2619,2602,2624,5226,0.1,0.2,-0.1,0.6,1.5
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS MALIGNANT","BREAST CANCER IN SITU",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS MALIGNANT","BREAST CANCER METASTATIC",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS MALIGNANT","BREAST CANCER STAGE II",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST AND NIPPLE NEOPLASMS MALIGNANT","",3,9,2599,2615,2602,2624,5226,0.1,0.3,-0.2,0.3,2.9
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST NEOPLASMS UNSPECIFIED MALIGNANCY","BREAST NEOPLASM",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","BREAST NEOPLASMS UNSPECIFIED MALIGNANCY","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","BREAST NEOPLASMS MALIGNANT AND UNSPECIFIED (INCL NIPPLE)","","",3,11,2599,2613,2602,2624,5226,0.1,0.4,-0.3,0.3,3.8
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS BENIGN","ADRENAL NEOPLASMS BENIGN","BENIGN NEOPLASM OF ADRENAL GLAND",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS BENIGN","ADRENAL NEOPLASMS BENIGN","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS BENIGN","","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS MALIGNANT AND UNSPECIFIED","CARCINOID TUMOURS","CARCINOID TUMOUR OF THE PANCREAS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS MALIGNANT AND UNSPECIFIED","CARCINOID TUMOURS","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS MALIGNANT AND UNSPECIFIED","ISLET CELL NEOPLASMS AND APUDOMA NEC","PHAEOCHROMOCYTOMA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS MALIGNANT AND UNSPECIFIED","ISLET CELL NEOPLASMS AND APUDOMA NEC","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","ENDOCRINE NEOPLASMS MALIGNANT AND UNSPECIFIED","","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","GASTROINTESTINAL NEOPLASMS BENIGN NEC","BENIGN GASTROINTESTINAL NEOPLASM",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","GASTROINTESTINAL NEOPLASMS BENIGN NEC","BENIGN PANCREATIC NEOPLASM",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","GASTROINTESTINAL NEOPLASMS BENIGN NEC","GASTROINTESTINAL TRACT ADENOMA",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","GASTROINTESTINAL NEOPLASMS BENIGN NEC","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","LIP AND ORAL CAVITY NEOPLASMS BENIGN","BENIGN SALIVARY GLAND NEOPLASM",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","LIP AND ORAL CAVITY NEOPLASMS BENIGN","SALIVARY GLAND ADENOMA",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","LIP AND ORAL CAVITY NEOPLASMS BENIGN","",3,0,2599,2624,2602,2624,5226,0.1,0,0.1,0,2.1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","LOWER GASTROINTESTINAL NEOPLASMS BENIGN","COLON ADENOMA",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","LOWER GASTROINTESTINAL NEOPLASMS BENIGN","",2,2,2600,2622,2602,2624,5226,0.1,0.1,0,1,1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","UPPER GASTROINTESTINAL NEOPLASMS BENIGN","BENIGN GASTRIC NEOPLASM",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","UPPER GASTROINTESTINAL NEOPLASMS BENIGN","",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS BENIGN","","",7,5,2595,2619,2602,2624,5226,0.3,0.2,0.1,1.4,1.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLONIC NEOPLASMS MALIGNANT","COLON CANCER",3,6,2599,2618,2602,2624,5226,0.1,0.2,-0.1,0.5,1.8
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLONIC NEOPLASMS MALIGNANT","COLON CANCER METASTATIC",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLONIC NEOPLASMS MALIGNANT","COLON CANCER STAGE I",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLONIC NEOPLASMS MALIGNANT","COLON CANCER STAGE II",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLONIC NEOPLASMS MALIGNANT","COLON CANCER STAGE III",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLONIC NEOPLASMS MALIGNANT","",7,8,2595,2616,2602,2624,5226,0.3,0.3,0,0.9,1.6
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL AND ANAL NEOPLASMS MALIGNANCY UNSPECIFIED","COLON NEOPLASM",0,2,2602,2622,2602,2624,5226,0,0.1,-0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL AND ANAL NEOPLASMS MALIGNANCY UNSPECIFIED","RECTAL NEOPLASM",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL AND ANAL NEOPLASMS MALIGNANCY UNSPECIFIED","",0,3,2602,2621,2602,2624,5226,0,0.1,-0.1,0,2.1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL NEOPLASMS MALIGNANT","COLORECTAL CANCER",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL NEOPLASMS MALIGNANT","COLORECTAL CANCER METASTATIC",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL NEOPLASMS MALIGNANT","COLORECTAL CANCER STAGE III",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","COLORECTAL NEOPLASMS MALIGNANT","",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTRIC NEOPLASMS MALIGNANT","GASTRIC CANCER",2,4,2600,2620,2602,2624,5226,0.1,0.2,-0.1,0.5,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTRIC NEOPLASMS MALIGNANT","",2,4,2600,2620,2602,2624,5226,0.1,0.2,-0.1,0.5,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTROINTESTINAL NEOPLASMS MALIGNANCY UNSPECIFIED NEC","PANCREATIC NEOPLASM",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTROINTESTINAL NEOPLASMS MALIGNANCY UNSPECIFIED NEC","",1,1,2601,2623,2602,2624,5226,0,0,0,1,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTROINTESTINAL NEOPLASMS MALIGNANT NEC","GASTROINTESTINAL CARCINOMA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTROINTESTINAL NEOPLASMS MALIGNANT NEC","INTESTINAL ADENOCARCINOMA",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","GASTROINTESTINAL NEOPLASMS MALIGNANT NEC","",2,0,2600,2624,2602,2624,5226,0.1,0,0.1,0,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","PANCREATIC NEOPLASMS MALIGNANT (EXCL ISLET CELL AND CARCINOID)","ADENOCARCINOMA PANCREAS",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","PANCREATIC NEOPLASMS MALIGNANT (EXCL ISLET CELL AND CARCINOID)","PANCREATIC CARCINOMA",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","PANCREATIC NEOPLASMS MALIGNANT (EXCL ISLET CELL AND CARCINOID)","PANCREATIC CARCINOMA METASTATIC",2,4,2600,2620,2602,2624,5226,0.1,0.2,-0.1,0.5,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","PANCREATIC NEOPLASMS MALIGNANT (EXCL ISLET CELL AND CARCINOID)","",3,5,2599,2619,2602,2624,5226,0.1,0.2,-0.1,0.6,1.5
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","RECTAL NEOPLASMS MALIGNANT","RECTAL CANCER",2,1,2600,2623,2602,2624,5226,0.1,0,0,2,1
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","RECTAL NEOPLASMS MALIGNANT","RECTOSIGMOID CANCER",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","RECTAL NEOPLASMS MALIGNANT","",3,1,2599,2623,2602,2624,5226,0.1,0,0.1,3,1.4
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","SALIVARY GLAND NEOPLASMS MALIGNANT","SALIVARY GLAND CANCER",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","SALIVARY GLAND NEOPLASMS MALIGNANT","",1,0,2601,2624,2602,2624,5226,0,0,0,0,0.7
"Neoplasms benign, malignant and unspecified (incl cysts and polyps)","GASTROINTESTINAL NEOPLASMS MALIGNANT AND UNSPECIFIED","SALIVARY GLAND NEOPLASMS UNSPECIFIED MALIGNANCY","SALIVARY GLAND NEOPLASM",0,1,2602,2623,2602,2624,5226,0,0,0,0,0.7
